일시,요일,공휴일여부,조중석,1,2,3,4,5,6,7,8,9,잔반량
20170817,목요일,,2,사과무생채,잔치국수,치킨피자,배추김치,거봉,,,,,
20170821,월요일,,1,쌀밥,새알심만두국,고등어무조림,열대과일샐러드,총각김치,크로크무슈,키위주스,,,
20170821,월요일,,2,기장밥,콩가루배추국,참나물무침,부추전,돈육김치찜,총각김치,아이스크림(딸기맛or바닐라맛),,,
20170821,월요일,,3,쥐눈이콩밥,오징어핫바,돼지국밥/다데기,단배추겉절이,석박지,수박,,,,
20170822,화요일,,1,쌀밥,부대찌개,손두부+김치볶음,깐쇼새우/칠리소스,깍두기,자두,호상요구르트,,,
20170822,화요일,,2,야채쫄면무침,완두콩밥,콩비지찌개,오향장육,상추쌈/쌈장,배추김치,수제레몬에이드,,,
20170822,화요일,,3,치킨볼,모듬야채피클,파인애플,달걀후라이,김치볶음밥,연두부국,,,,
20170823,수요일,,1,쌀밥,숙주미나리나물,배추김치,멜론,오색만두국,불고기퀘사딜라,,,,
20170823,수요일,,2,요구르트,짬뽕국(면),쌀밥,배추김치,새우부추만두,가지나물,탕수육,,,
20170823,수요일,,3,통밀밥,사골곰탕,청경채겉절이,석박지,꿀뿌진 토마토,칠리소스닭날개구이,,,,
20170824,목요일,,1,유부된장국,찹쌀밥,버섯불고기,배추김치,요구르트윌,맛김(도시락김),사과(부사),,,
20170824,목요일,,2,곤드레밥+양념장,가지나물,배추김치,꽃게탕,닭고구마조림,과일넣은플레인요거트,,,,
20170824,목요일,,3,오므라이스+스테이크소스,버섯된장국,상추파채겉절이,배추김치,순살강정꼬치,생크림호떡,,,,
20170825,금요일,,1,쌀밥,경단미역국,골드키위,배추김치,그릴크림치즈미트번,가지나물,모닝빵+딸기잼,,,
20170825,금요일,,2,연어스테이크,파닭,배추김치,옥수수밥,열무된장국,파프리카/오이스틱,호상요구르트,,,
20170825,금요일,,3,야채볶음밥,시금치된장국,김말이+만두튀김,달걀떡볶이,배추김치,초코라떼,,,,
20170826,토요일,,1,시리얼+우유,배추김치,쌀밥,닭살조랭이떡구이(추천-중고-봄),토마토,삼색수제비국,,,,
20170826,토요일,,2,오라떼(사과,복숭아랜덤),치아바타햄버거,모듬감자튀김,과일샐러드,,,,,
20170828,월요일,,1,찹쌀밥,연두부+양념장,삼색소시지야채볶음,배추김치,크림치즈브라우니,무채들깨국,파인애플,,,
20170828,월요일,,2,혼합잡곡밥,닭다리굴소스구이,배추김치,샐러드파스타(푸실리+펜네),유부보쌈어묵국,파인애들or망고 얼음과자,,,,
20170828,월요일,,3,자장잡채밥,달걀양파국,단무지,매운데리야끼양념닭꼬치,포도,,,,,
20170829,화요일,,1,찹쌀밥,쇠고기국,버섯불고기,일미땅콩무침,깍두기,에그타르트,도시락김,,,
20170829,화요일,,2,파프리카/쌈장(구암),감자국,배추김치,삼색소보로덥밥(면기),수제왕새우튀김,사과(부사),,,,
20170829,화요일,,3,투움바파스타,그린샐러드발사믹소스,오이피클,맛있는치킨파이(치즈가루솔솔),배추김치,청포도플리또,,,,
20170830,수요일,,1,쌀밥,삼겹살김치찌개,비엔나페네칠리볶음,미나리초무침,총각김치,시나몬토스트,토마토,,,
20170830,수요일,,2,보리밥,오징어무국,순살고등어구이+쌈장크림소스,삼겹살마늘구이,배추김치,엔요(블루베리),상추+고추+쌈장,,,
20170830,수요일,,3,부추참깨소스무침,타코야끼,오리훈제/머스터드,보리밥,아욱국,총각김치,,,,
20170831,목요일,,1,전복죽,매운콩나물무침,배추김치,바나나개,피자토스트,아침에먹는오렌지주스,,,,
20170831,목요일,,2,기장밥,들깨시락국,사과무생채,갈릭치킨,갈치구이,배추김치,골드키위,,,
20170831,목요일,,3,혼합잡곡밥,황태아욱국,양상추샐러드(오리엔탈드레싱),노블치즈돈까스,웨지감자구이,열무김치,자두,,,
20170901,금요일,,1,찹쌀밥,조랭이떡국,고구마프리타타,오삼불고기,배추김치,사과(부사),,,,
20170901,금요일,,2,수수밥,오리불고기,알감자버터구이,배추김치,해물칼국수,무쌈,요구르트,,,
20170901,금요일,,3,오색현미밥,오이사과초무침,간장떡볶이,김치치즈함박스테이크,총각김치,참치김치찌개,키위주스,,,
20170902,토요일,,1,수제소시지(카레맛),꿀뿌진 토마토,전복죽,배추김치,일미땅콩무침,,,,,
20170902,토요일,,2,치킨데리야끼볶음밥,달걀파국,파닭간장꼬치,아이스망고,청경채부추겉절이,배추김치,,,,
20170904,월요일,,1,쌀밥,쇠고기계란탕,바나나,깍두기,손두부+김치볶음,떡갈비조림,,,,
20170904,월요일,,2,혼합잡곡밥,바지락미역국,배추김치,단호박돈육볶음,순살조기구이,느타리콩나물무침,크렌베리요거트케익,,,
20170904,월요일,,3,흑미밥,단배추된장국,불닭볶음납작면,오리훈제/머스터드,배추김치,녹차무쌈,,,,
20170905,화요일,,1,떡강황만두국(한그릇),모닝빵감자샌드위치,배추김치,귤,동글미니밥,파래연근전,,,,
20170905,화요일,,2,비빔밥,북어포무국,계란후라이,백김치,순살강정꼬치,,,,,
20170905,화요일,,3,부추참깨소스무침,밤밥,뼈해장수제비,배추김치,브로콜리어묵조림,김피탕(김치치즈탕수육),츄러스,,,
20170906,수요일,,1,찹쌀밥,부대찌개,고구마맛탕(feat치즈떡),깍두기,치킨스테이크+머스타드소스,아이스홍시,,,,
20170906,수요일,,2,양파장아찌,혼합잡곡밥,배추김치,미숫가루,녹차돈육오븐구이+바베큐소스,두부양념구이,버섯된장국,,,
20170906,수요일,,3,탄탄면,동글미니밥,치킨또띠아,배추김치,왕구슬아이스크림,,,,,
20170907,목요일,,1,찹쌀밥,삼색수제비국,애호박나물,돈육김치볶음,깍두기,사과(부사),메이플피칸,,,
20170907,목요일,,2,완두콩밥,맑은콩나물국,오지치즈후라이,배추김치,간장닭갈비,호상요구르트,새우살 호박나물,,,
20170907,목요일,,3,자장잡채밥,달걀양파국,단무지,귤,윌요구르트,단호박핫도그,,,,
20170908,금요일,,1,쌀밥,연두부국,그릴크림치즈미트번,배추김치,에그타르트,매운감자조림,포도즙,,,
20170908,금요일,,2,통밀밥,강된장찌개,양념족발,배추김치,돼지고기가 들어간 김치전,들깨가루고구마줄기볶음,밀감맛푸딩,,,
20170908,금요일,,3,동글미니밥,제주식 괴기국수,깍두기,꿀뿌진 토마토,미나리초무침,스윗치즈치킨,,,,
20170909,토요일,,1,찹쌀밥,오색떡국,미니바베큐폭립,배추김치,우유,딸기,초코랜덤),가지나물,피자토스트,
20170909,토요일,,2,스파게티,오이피클,갈릭바게트,열대과일샐러드,파인애플,양송이크림스프,,,,
20170911,월요일,,1,찹쌀밥,감자양파국,꽈리고추멸치볶음,삼색소시지야채볶음,배추김치,바나나,고구마파이,,,
20170911,월요일,,2,보리밥,비벼먹는찜닭,배추김치,사과(부사),새우콩나물국,참나물된장무침,삼치씨테이크+요구르트양파소스,,,
20170911,월요일,,3,차조밥,돼지국밥/다데기,부추겉절이,석박지,피자핫도그,엔요(블루베리),,,,
20170912,화요일,,1,찹쌀밥,오색만두국,연근땅콩조림,치킨너겟+라임머스타드소스,배추김치,포도,밀크프랑스빵,,,
20170912,화요일,,2,수수밥,우무냉콩국,청경채나물,시금치프리타타,배추김치,돈육당면볶음,귤,,,
20170912,화요일,,3,훈제오리묶은지볶음밥,건새우무국,땡초감자고추장조림,총각김치,핫크리스피통살치킨,치즈볼,,,,
20170913,수요일,,1,찹쌀밥,꽃게탕,비타민겉절이,깨찰빵,배추김치,돈육불고기,,,,
20170913,수요일,,2,북어포계란국,배추김치,콩나물밥,리치,새우또띠아(타르타르드레싱),부추전,,,,
20170913,수요일,,3,수수밥,시락국,숙주나물무침,해물자장우동,닭다리굴소스구이,배추김치,초코아이스크림(파우치),,,
20170914,목요일,,1,마파두부,찹쌀밥,쇠고기무국,마카로니햄샐러드,총각김치,골드키위,,,,
20170914,목요일,,2,발아현미밥,두부된장국,매콤돼지갈비찜,순살고등어구이+쌈장크림소스,배추김치,파프리카+쌈장,수제망고요거트,,,
20170914,목요일,,3,완두콩밥(용),감자수제비국,적셔먹는돈까스,콘치즈버터구이,양배추부추무침,배추김치,사랑해주스(사과),,,
20170915,금요일,,1,찹쌀밥,감자양파국,갈치구이,떡고기말이조림,배추김치,아침에먹는오렌지주스,,,,
20170915,금요일,,2,혼합잡곡밥,등뼈감자탕,애새송이우엉장조림,파닭,배추김치,거봉,,,,
20170915,금요일,,3,보리밥,건새우아욱국,삼겹살마늘구이,배추김치,상추쌈+쌈장,요구르트,야채튀김,,,
20170916,토요일,,1,찹쌀밥,닭개장,매콤고기전,배추김치,갈릭크로와상,단호박고구마샐러드,비요뜨,,,
20170916,토요일,,2,배추김치,두부담은찰도그롤,저농약사과즙,돈코츠라멘,동글미니밥,,,,,
20170918,월요일,,1,찹쌀밥,청경채겉절이,바나나개,삼색소시지야채볶음,돈육김치찌개,깍두기,,,,
20170918,월요일,,2,통밀밥,마카로니콘치즈,배추김치,돈바베큐구이,아욱국,상추쌈,,,,
20170918,월요일,,3,동글미니밥,투움바파스타,모짜렐라치즈스틱,배추김치,그린샐러드발사믹소스,귤,,,,
20170919,화요일,,1,찹쌀밥,부추겉절이,총각김치,생선까스,베이컨에그스크램,크로크무슈,매운어묵국,,,
20170919,화요일,,2,인델리카레라이스,팽이버섯된장국,오이생채,파인애플,김치퀘사디아,석박지,,,,
20170919,화요일,,3,클로렐라쌀밥,백김치,요거타임,만두국,돈육김치찜,알감자버터구이,사과오이초무침,,,
20170920,수요일,,1,찹쌀밥,대합미역국,우엉잡채,런천미트햄구이,배추김치,키위,,,,
20170920,수요일,,2,완두콩밥,떡국,배추김치,미숫가루,닭강정,양배추쌈,고등어무조림,,,
20170920,수요일,,3,계란양파국,하와이안볶음밥,김치치즈함박스테이크,백김치,아이스크림(딸기맛or바닐라맛),오이생채,,,,
20170921,목요일,,1,닭야채죽,피자토스트,일미땅콩무침,배추김치,하루야채컬러비타민,,,,,
20170921,목요일,,2,장각튀김,잔치국수,오이소박이,꿀뿌진 토마토,,,,,,
20170921,목요일,,3,쇠고기덮밥,유부된장국,사과무생채,수제왕새우튀김,배추김치,파인애플주스(델몬트),,,,
20170922,금요일,,1,찹쌀밥,팽이버섯된장국,미트볼떡조림,도시락김,사과(부사),에끌레어,건새우멸치볶음,깍두기,,
20170922,금요일,,2,밤밥,부대찌개,비타민겉절이,애호박전/간장,배추김치,치즈불닭,요구르트,,,
20170922,금요일,,3,베이컨파래볶음밥,들깨무채국,상추청경채겉절이,달걀떡볶이,배추김치,맛있는치킨파이(치즈가루솔솔),방울토마토,,,
20170923,토요일,,1,쌀밥,시금치된장국,훈제오리김치볶음,윌도프샐러드,깍두기,밀크커스터드푸딩,,,,
20170923,토요일,,2,치킨마요덮밥,팽이버섯된장국,깍두기,골드키위,소룡포만두+양념장,,,,,
20170925,월요일,,1,찹쌀밥,땡초콩나물국,베이컨감자채볶음,수제너비아니구이,배추김치,꼬마식빵,사과,,,
20170925,월요일,,2,쌀밥,새우살연두부국,치커리사과생채,오징어삼겹살볶음,참치계란말이,배추김치,요구르트,,,
20170925,월요일,,3,혼합잡곡밥,단배추겉절이,통두부양념구이,배추김치,귤,치킨+양파치즈크림소스,미역수제비국,,,
20170926,화요일,,1,전복죽,총각김치,진미채도라지생채,수제소시지,밀크프랑스빵,,,,,
20170926,화요일,,2,보리밥,콩가루배추국,배추김치,오리훈제+양상추샐러드,삼치데리야끼조림,초코라떼,,,,
20170926,화요일,,3,가쓰오장국,총각김치,삼색소보로덥밥(면기),네모난불고기피자,토마토,,,,,
20170927,수요일,,1,쌀밥,파인애플,참치김치찌개,돌돌고기떡말이,석박지,감자샐러드,,,,
20170927,수요일,,2,옥수수밥,치킨직화구이,파프리카오이초무침,단호박튀김,배추김치,오색만두국,,,,
20170927,수요일,,3,오곡밥,치즈통등심롤+데미글라스소스,근대된장국,양상추황도샐러드,배추김치,청포도플리또,모듬감자튀김,,,
20170928,목요일,,1,쌀밥,쇠고기미역국,깐쇼새우/칠리소스,토마토,호두파이,손두부+김치볶음,깍두기,,,
20170928,목요일,,2,곤드레밥/강된장,유부보쌈어묵국,닭날개두반장조림,상추파채겉절이,배추김치,사과(부사),,,,
20170928,목요일,,3,쥐눈이콩밥,짬뽕국,비름나물,탕수육,배추김치,새우부추만두,아이러브요거트(맛랜덤),,,
20170929,금요일,,1,쌀밥,쇠고기국,열무김치,시나몬토스트,비엔나메추리알조림,옥수수야채계란찜,,,,
20170929,금요일,,2,백김치,수제레몬에이드,귤,자장면(중화면),닭꼬치,,,,,
20170929,금요일,,3,팥밥,시금치된장국,총각김치,해물부추전,방울토마토,찹쌀떡,안동찜닭,,,
20170930,토요일,,1,쌀밥,돼지고기메추리알장조림,배추김치,촉촉하고 부드러운 카스테라,브로콜리어묵조림,순두부찌개,,,,
20170930,토요일,,2,김치볶음밥,청경채겉절이,미소된장국,랜덤라떼,딸기),바삭핫도그,깍두기,,,
20171010,화요일,,1,쌀밥,새우미역국,치킨스테이크+머스타드소스,열대과일샐러드,키위주스,허니버터갈릭,,,,
20171010,화요일,,2,차조밥,삼색떡국,고구마줄기볶음,칠리소스닭날개구이,유자소스 가자미구이들깨소스(,배추김치,귤,,,
20171010,화요일,,3,흑미밥,유부보쌈어묵국,배추김치,돼지갈비떡찜,오이청경채겉절이(표준년월),알감자버터구이,호상요구르트,,,
20171011,수요일,,1,찹쌀밥,참치김치찌개,파프리카오이초무침,떡고기말이조림,배추김치,사과(부사),촉촉하고 부드러운 카스테라,,,
20171011,수요일,,2,현미밥,시금치된장국,콩나물무침,배추김치,안동찜닭,꿀뿌진 토마토,돼지고기가 들어간 김치전,,,
20171011,수요일,,3,불고기야채비빔밥(면기),달걀파국,배추김치,화인콜(자두),단호박핫도그,,,,,
20171012,목요일,,1,과일넣은플레인요거트,찹쌀밥,감자양파국,야채계란찜,돈육두루치기,배추김치,,,,
20171012,목요일,,2,쥐눈이콩밥,라따뚜이 파스타,두부새우젓국,돼지수육과새송이버섯,배추김치,상추배추쌈,,,,
20171012,목요일,,3,보리밥,연두부국,부추참깨소스무침,갈릭치킨,배추김치,키위,가마보꼬조림,,,
20171013,금요일,,1,크로크무슈,수제소시지,윌도프샐러드,콩나물밥,미소된장국,,,,,
20171013,금요일,,2,탄탄면,동글미니밥,배추김치,수제왕새우튀김,부추겉절이,사과(부사),,,,
20171013,금요일,,3,흑미밥,짬뽕국,더덕브로콜리초무침,소룡포만두+양념장,탕수육,배추김치,비요뜨,,,
20171014,토요일,,1,전복죽,피자토스트,손두부+김치볶음,바나나,,,,,,
20171014,토요일,,2,쇠고기주먹밥,잔치국수,맛있는치킨파이(치즈가루솔솔),깍두기,땡큐베리넛츠,,,,,
20171016,월요일,,1,닭개장,쌀밥,오이스틱/쌈장,마파두부,깍두기,키위,모닝빵+딸기잼,,,
20171016,월요일,,2,기장밥,바지락칼국수,고등어카레구이,참나물무침,돈육김치찜,석박지,귤,,,
20171016,월요일,,3,자장잡채밥,달걀양파국,단무지,파닭간장꼬치,가을단감,배추김치,젤리파인애플음료,,,
20171017,화요일,,1,찹쌀밥,오색물만두국,치킨너겟+라임머스타드소스,도시락김,배추김치,미니메이플피칸파이,사과(부사),,,
20171017,화요일,,2,양념족발,밀감맛푸딩,오색현미밥,버섯된장국,부추전,배추김치,아삭고추된장무침,,,
20171017,화요일,,3,야채볶음밥,시금치된장국,달걀떡볶이,바삭팝만두,배추김치,초코라떼,,,,
20171018,수요일,,1,찹쌀밥,쇠고기미역국,명엽채조림,오삼불고기,배추김치,바나나,수제찰보리빵,,,
20171018,수요일,,2,미소된장국,배추김치,닭강정,오이부추무침,라임레몬주스,인델리카레라이스,,,,
20171018,수요일,,3,혼합잡곡밥,하와이안샐러드,치즈통등심롤+데미글라스소스,웨지감자-완제,배추김치,리치,옥수수스프,,,
20171019,목요일,,1,찹쌀밥,쇠고기무국,새우부추만두,비엔나치즈떡조림,배추김치,귤,,,,
20171019,목요일,,2,양배추쌈,오색현미밥,미더덕된장국,오향장육,배추김치,수제망고요거트,야채쫄면무침,,,
20171019,목요일,,3,흑미밥,건새우근대국,오이양파무침,순대야채볶음,닭다리굴소스구이,배추김치,찹쌀떡,,,
20171020,금요일,,1,찹쌀밥,동태매운탕,런천미트햄구이,도시락김,배추김치,모닝빵감자샌드위치,사과(부사),,,
20171020,금요일,,2,보리밥,배추김치,고구마프리타타,단호박돈육볶음,순두부찌개,취나물무침,가을단감,,,
20171023,월요일,,1,찹쌀밥,오색옹심이미역국,돈육폭찹,햄,콘계란찜,총각김치,파인애플,,,
20171023,월요일,,2,보리밥,육개장,간장닭갈비,도라지오이무침,연두부+양념장,배추김치,아이스홍시,,,
20171023,월요일,,3,파프리카/쌈장(구암),혼합잡곡밥,북어콩나물국,배추김치,삼치카레구이,요구르트,돈육불고기,,,
20171024,화요일,,1,쌀밥,등뼈감자탕,아침에먹는오렌지주스,삼색소시지야채볶음,배추김치,모닝빵+딸기잼,새우살 호박나물,,,
20171024,화요일,,2,버섯카로틴밥,장어국,부추겉절이,오리불고기,배추김치,배,늙은호박전,,,
20171024,화요일,,3,쇠고기스프,스파게티,갈릭바게트,오이피클,양상추샐러드(오리엔탈드레싱),크림치즈고로케+케첩,,,,
20171025,수요일,,1,찹쌀밥,단배추된장국,순살닭간장조림,올방개묵무침,배추김치,에그타르트,포도즙,,,
20171025,수요일,,2,기장밥,매운순대국,스윗치즈치킨,석박지,키위,단배추겉절이,골뱅이소면무침,,,
20171025,수요일,,3,참치야채비빔밥,무청시래기국,배추김치,피자핫도그,다노디노요구르트,,,,,
20171026,목요일,,1,찹쌀밥,삼색수제비국,미트볼떡조림,브로콜리어묵조림,배추김치,과일넣은플레인요거트,,,,
20171026,목요일,,2,곤드레밥+양념장,치즈불닭,버섯매운탕국,배추김치,시금치나물,귤,,,,
20171026,목요일,,3,베이컨파래볶음밥,치즈볼,실파계란국,비타민겉절이,배추김치,볶음우동,,,,
20171027,금요일,,1,쌀밥,케이준치킨샐러드,궁중떡볶음(표준년월),배추김치,돈육김치찌개,사과(부사),,,,
20171027,금요일,,2,고구마밤밥,배추김치,돈바베큐구이,상추겉절이,우리밀꼬치어묵국,단호박고구마샐러드,방울토마토,,,
20171027,금요일,,3,브로콜리어묵조림,현미밥,오꾸닭/칠리소스세트,오파주스,오색만두국,양파장아찌,배추김치,,,
20171028,토요일,,1,수제소시지(카레맛),배추김치,일미땅콩무침,바나나,떡강황만두국(한그릇),동글미니밥,,,,
20171028,토요일,,2,수제레몬에이드,닭갈비야채볶음밥,방아멸치시락국,단배추겉절이,스프링감자,깍두기,,,,
20171030,월요일,,1,밀크커스터드푸딩,귤,찹쌀밥,북어포계란국,감자어묵조림,버섯불고기,배추김치,,,
20171030,월요일,,2,단배추겉절이,고등어무조림,메치니코프,쇠고기덮밥,달걀파국,백김치,,,,
20171030,월요일,,3,청포도플리또,쌀밥(표준),석박지,돼지국밥/다데기,청경채겉절이,바삭핫도그,,,,
20171031,화요일,,1,사과(부사),쇠고기야채죽,매운콩나물무침,배추김치,김치퀘사디아,,,,,
20171031,화요일,,2,기장밥,부대찌개,간장닭갈비,오이사과생채,배추김치,귤,오지치즈후라이,,,
20171031,화요일,,3,닭꼬치,동글미니밥,나가사씨짬뽕,배추김치,토마토,,,,,
20171101,수요일,,1,쌀밥,만두국,훈제오리김치볶음,감자햄볶음,배추김치,키위주스,시나몬토스트,,,
20171101,수요일,,2,쇠고기미역국,쑥갓두부무침,배추김치,팥밥,파프리카잡채,초코설기,돈육불고기,,,
20171101,수요일,,3,단호박고구마샐러드,기장밥,연두부국,배추김치,귤,치즈불닭,상추겉절이,,,
20171102,목요일,,1,케이준치킨샐러드,찹쌀밥,무청시래기국,배추김치,에그타르트,돼지고기메추리알장조림,바나나,,,
20171102,목요일,,2,목이버섯겨자초무침,총각김치,갈릭치킨,찹쌀밥,떡만두국,가을단감,부추전,,,
20171102,목요일,,3,하와이안볶음밥,매운순대국,청경채나물,깍두기,스프링감자,사과(부사),,,,
20171103,금요일,,1,찹쌀밥,부대찌개,야채계란찜,고구마맛탕(feat치즈떡),깍두기,모닝빵+딸기잼,,,,
20171103,금요일,,2,겹치즈돈까스,건새우근대국,배추김치,인델리카레라이스,겨울초겉절이,호상요구르트,,,,
20171103,금요일,,3,유부보쌈어묵국,단배추겉절이,배추김치,귤,닭다리오븐구이,쌀밥,마카로니햄샐러드,,,
20171104,토요일,,1,찹쌀밥,육개장,런천미트햄구이,배추김치,베이컨에그스크램,방울토마토,,,,
20171104,토요일,,2,동글미니밥,탄탄면,배추김치,불고기퀘사딜라,모히또,,,,,
20171106,월요일,,1,찹쌀밥,오색물만두국,안동찜닭,팽이버섯꽃맛살무침,오이소박이-김치,생크림카스테라,,,,
20171106,월요일,,2,돈육김치찜,팥밥,부대찌개,도토리묵무침,늙은호박전,귤,석박지,,,
20171106,월요일,,3,총각김치,자장면(중화면),고기김치군만두,반달단무지,청포도플리또,매운쇠고기주먹밥,,,,
20171107,화요일,,1,찹쌀밥,배추김치,사과,쇠고기계란탕,고추잡채꽃빵,연두부+양념장,,,,
20171107,화요일,,2,닭꼬치,산채비빔밥,팽이버섯된장국,달걀후라이,배추김치,쿠키번,,,,
20171107,화요일,,3,혼합잡곡밥,청경채겉절이,배추김치,눈꽃치즈스테이크,연두부국,모듬감자튀김,키위주스,,,
20171108,수요일,,1,갈릭어니언핫도그,쇠고기야채죽,배추김치,아침에먹는오렌지주스,사과치커리초무침,,,,,
20171108,수요일,,2,보리밥,비벼먹는찜닭,참나물된장무침,배추김치,고구마프리타타,북어콩나물국,아이스홍시,,,
20171108,수요일,,3,발아현미밥,미더덕된장국,시금치나물,배추김치,훈제오리김치볶음,요구르트,가마보꼬조림,,,
20171109,목요일,,1,찹쌀밥,수제너비아니구이,배추김치,니모어묵국,과일넣은플레인요거트,윌도프샐러드,,,,
20171109,목요일,,2,갈릭바게트,스파게티,양상추샐러드(오리엔탈드레싱),모짜렐라치즈스틱,배추김치,버섯두부스프,,,,
20171109,목요일,,3,녹두밥,오색만두국,대구식매운갈비찜,깍두기,돼지고기가 들어간 김치전,오이당근스틱+갈릭요거트소스,씨앗호떡,,,
20171110,금요일,,1,찹쌀밥,두부된장국,크렌베리멸치볶음,떡고기말이조림,백김치,밀크프랑스빵,,,,
20171110,금요일,,2,통밀밥,청국장찌개,배추김치,돼지수육과새송이버섯,상추배추쌈,야채쫄면무침,,,,
20171110,금요일,,3,버섯카로틴밥,고등어무조림,배추김치,치킨피자,청경채부추겉절이,얼큰수제비국,방울토마토,,,
20171113,월요일,,1,찹쌀밥,쇠고기무국,미트볼떡조림,배추김치,사과(부사),미니메이플피칸파이,맛김(도시락김),,,
20171113,월요일,,2,기장밥,근대된장무침,수제양념파닭,백김치,소룡포만두+양념장,돈육김치찌개,,,,
20171113,월요일,,3,매운콩나물국,버섯카로틴밥,김치치즈함박스테이크,배추김치,크림치즈고로케+케첩,파프리카오이샐러드,라임레몬주스,,,
20171114,화요일,,1,감자들깨국,찹쌀밥,꽃돔구이,배추김치,바나나,돼지고기고추장볶음,,,,
20171114,화요일,,2,혼합잡곡밥,배추김치,고등어카레구이,오리불고기,상추,녹차무쌈,버섯매운탕국,귤,,
20171114,화요일,,3,깍두기,가라아게덮밥(로제소스),미소된장국,비타민겉절이,김치퀘사디아,가을단감,,,,
20171115,수요일,,1,찹쌀밥,미니바베큐폭립,키위,깍두기,손두부+김치볶음,닭개장,애플파이,,,
20171115,수요일,,2,간장닭갈비,쥐눈이콩밥,돈등뼈우거지국,양배추겉절이,배추김치,애호박전/양념간장,요거타임,,,
20171115,수요일,,3,수수밥,땡초콩나물국,배추김치,녹차돈육오븐구이+바베큐소스,불닭볶음납작면,청경채나물,,,,
20171116,목요일,,1,찹쌀밥,감자양파국,삼색소시지야채볶음,배추김치,시금치프리타타,파인애플,,,,
20171116,목요일,,2,파닭간장꼬치,제주식 괴기국수,배추김치,동글미니밥,사과무생채,포도즙,,,,
20171116,목요일,,3,자장잡채밥,달걀양파국,단무지,메치니코프,감자핫도그,파프리카오이초무침,,,,
20171117,금요일,,1,찹쌀밥,베이컨감자채볶음,배추김치,사과,치킨스테이크+머스타드소스,아욱국,모닝빵+딸기잼,,,
20171117,금요일,,2,배추김치,목살스테이크볶음밥,유부된장국,삼치씨테이크+요구르트양파소스,시금치나물,방울토마토,,,,
20171117,금요일,,3,흑미밥,우동국,닭날개두반장조림,상추파채겉절이,배추김치,알감자버터구이,파인애플주스(델몬트),,,
20171118,토요일,,1,쌀밥,삼색수제비국,닭살조랭이떡구이(추천-중고-봄),배추김치,시리얼+우유,새우살 호박나물,,,,
20171118,토요일,,2,치킨마요덮밥,팽이버섯된장국,깍두기,찰도그롤,젤리파인애플음료,,,,,
20171120,월요일,,1,찹쌀밥,감자수제비국,매운콩나물무침,닭봉간장조림,배추김치,크로크무슈,귤,,,
20171120,월요일,,2,삼색소보로덥밥(면기),시금치된장국,깍두기,숙주애호박나물,치즈연어스테이크+양파크리미소,요구르트푸딩,,,,
20171120,월요일,,3,완두콩밥(용),양송이크림스프,블루베리샐러드,노블치즈돈까스,웨지감자구이,배추김치,오라떼(사과,복숭아랜덤),,
20171121,화요일,,1,쌀밥,참치김치찌개,비엔나페네칠리볶음,메추리알감자범벅,깍두기,과일넣은플레인요거트,,,,
20171121,화요일,,2,우리밀꼬치어묵국,청경채겉절이,배추김치,오븐치즈떡볶이,순대볶음,검정쌀밥,꿀뿌린 토마토,,,
20171121,화요일,,3,검정쌀밥,된장찌개,비름나물,함박스테이크+레몬크림나초소스,배추김치,해물자장우동,귤,,,
20171122,수요일,,1,찹쌀밥,감자피만두국,크렌베리멸치볶음,바베큐크림치즈롤,배추김치,바나나(손),,,,
20171122,수요일,,2,기장밥,애호박나물,야채계란말이,배추김치,오삼불고기,꽃게탕,,,,
20171122,수요일,,3,밤밥,뼈해장수제비,배추김치,탕수육,우리밀찹쌀꽈배기,들깨가루고구마줄기볶음,새우부추만두,,,
20171123,목요일,,1,쌀밥,쇠고기계란탕,콘샐러드,가자미구이,배추김치,피자토스트,,,,
20171123,목요일,,2,오색현미밥,감자다시마국,두부양념조림,배추김치,오리훈제/머스터드,파프리카오이초무침,요구르트,,,
20171127,월요일,,1,땡큐베리넛츠,쌀밥,부대찌개,도시락김,배추김치,과일샐러드,깐쇼새우/칠리소스,,,
20171127,월요일,,2,참나물된장무침,귤,참치야채비빔밥,달걀양파국,배추김치,피자핫도그,,,,
20171127,월요일,,3,보리밥,오징어무국,깐풍만두,배추김치,돈육당면볶음,랜덤라떼,딸기),시금치나물,,
20171128,화요일,,1,연두부+양념장,쌀밥,감자양파국,오리불고기,깍두기,사과(부사),스위트롤(초코or고구마),,,
20171128,화요일,,2,버섯카로틴밥,등갈비조림,배추김치,오지치즈후라이,미소된장국,상추겉절이,유산균음료(락토바실러스),,,
20171128,화요일,,3,베이컨파래볶음밥,배추김치,고구마파이,라볶이,조갯살무국,감자샐러드,,,,
20171129,수요일,,1,찹쌀밥,궁중떡볶음(표준년월),베이컨에그스크램,배추김치,새우미역국,치즈케익,,,,
20171129,수요일,,2,단배추겉절이,깍두기,검정쌀밥,단호박돈육볶음,짬뽕국,삼치데리야끼조림,사과(부사),,,
20171129,수요일,,3,쇠고기덮밥,유부된장국,사과무생채,배추김치,파인애플주스(델몬트),미트볼그라탕,,,,
20171130,목요일,,1,찹쌀밥,북어계란국,떡고기말이조림,배추김치,파인애플,마파두부,,,,
20171130,목요일,,2,콩나물밥,근대된장국,배추김치,사과당근음료,오꾸닭,오징어브로콜리초무침,,,,
20171130,목요일,,3,배추김치,스테이크대만치즈감자,양상추황도샐러드,찹쌀밥,김치우동,윌요구르트,,,,
